fecha,marca,zona,tipo_cristal,instalacion_ipc
2025-01-01,RENAULT,CABA,Puerta,20741.892743516535
2025-01-01,RENAULT,CORD_TUC_STAFE,Puerta,22660.51782229181
2025-01-01,RENAULT,Rosario,Puerta,22660.517818087505
2025-01-01,RENAULT,TIERRA DEL FUEGO,Puerta,40654.109777292404
2025-01-01,TOYOTA,CABA,Puerta,21683.000631935898
2025-01-01,TOYOTA,CORD_TUC_STAFE,Puerta,23688.67819038996
2025-01-01,TOYOTA,Rosario,Puerta,23688.6781859949
2025-01-01,TOYOTA,TIERRA DEL FUEGO,Puerta,42498.68123859435
2025-01-01,VOLKSWAGEN,CABA,Puerta,20982.98555088689
2025-01-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,22923.91171434392
2025-01-01,VOLKSWAGEN,Rosario,Puerta,22923.911710090746
2025-01-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,41126.6516797383
2025-04-01,CHEVROLET,CABA,Puerta,20708.76897255059
2025-04-01,CHEVROLET,CORD_TUC_STAFE,Puerta,22624.33010251152
2025-04-01,CHEVROLET,Rosario,Puerta,22624.33010251152
2025-04-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,40589.18718619915
2025-04-01,FIAT,CABA,Puerta,20708.76897255059
2025-04-01,FIAT,CORD_TUC_STAFE,Puerta,22624.33010251152
2025-04-01,FIAT,Rosario,Puerta,22624.33010251152
2025-04-01,FIAT,TIERRA DEL FUEGO,Puerta,40589.18718619915
2025-04-01,FORD,CABA,Puerta,20708.76897255059
2025-04-01,FORD,CORD_TUC_STAFE,Puerta,22624.33010251152
2025-04-01,FORD,Rosario,Puerta,22624.33010251152
2025-04-01,FORD,TIERRA DEL FUEGO,Puerta,40589.18718619915
2025-04-01,PEUGEOT,CABA,Puerta,20708.76897255059
2025-04-01,PEUGEOT,CORD_TUC_STAFE,Puerta,22624.33010251152
2025-04-01,PEUGEOT,Rosario,Puerta,22624.33010251152
2025-04-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,40589.18718619915
2025-04-01,RENAULT,CABA,Puerta,20708.76897255059
2025-04-01,RENAULT,CORD_TUC_STAFE,Puerta,22624.33010251152
2025-04-01,RENAULT,Rosario,Puerta,22624.33010251152
2025-04-01,RENAULT,TIERRA DEL FUEGO,Puerta,40589.18718619915
2025-04-01,TOYOTA,CABA,Puerta,20708.76897255059
2025-04-01,TOYOTA,CORD_TUC_STAFE,Puerta,22624.33010251152
2025-04-01,TOYOTA,Rosario,Puerta,22624.33010251152
2025-04-01,TOYOTA,TIERRA DEL FUEGO,Puerta,40589.18718619915
2025-04-01,VOLKSWAGEN,CABA,Puerta,20708.76897255059
2025-04-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,22624.33010251152
2025-04-01,VOLKSWAGEN,Rosario,Puerta,22624.33010251152
2025-04-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,40589.18718619915
