nro_siniestro_gw,nro_situacion,id._publico_exposicion,codigo_plan_cobertura,plan_cobertura,nombre_exposicion,cobertura_principal,codigo_tipo_transaccion,usuario_creador,monto_transaccion,fecha_pago,tipo_vehiculo,grupo_tipo_vehiculo_alternativo,marca_vehiculo,modelo_vehiculo,año_mes_fecha_pago,usd_blue,ipc_factor,pago_ipc,pago_usd
4-3130503,1,cc:310709,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MDSALVAT,4521438.0,2024-03-22,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,GOL,2024-03-01,1001.6037735849056,2.067737298,9349145.993194524,4514.198248092682
4-3130547,1,cc:301674,35,PLAN COMPACTO L2 (EX 35),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,YPIZARRO,11554808.0,2024-03-22,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2024-03-01,1001.6037735849056,2.067737298,23892307.472828783,11536.306376565884
4-3130547,1,cc:301674,35,PLAN COMPACTO L2 (EX 35),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MDSALVAT,11554808.0,2024-03-22,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2024-03-01,1001.6037735849056,2.067737298,23892307.472828783,11536.306376565884
4-3130585,1,cc:324144,30,PLAN PRIVILEGIO L2 (EX 30),(4) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,LEOGOMEZ,48268.0,2024-04-24,AUT/FAM/M.VAN,AUTOS PARTICULARES,TOYOTA,COROLLA,2024-04-01,1004.75,1.899936419,91706.131072292,48.03981089823339
4-3130585,1,cc:324144,30,PLAN PRIVILEGIO L2 (EX 30),(4) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MCICCOCI,48268.0,2024-04-24,AUT/FAM/M.VAN,AUTOS PARTICULARES,TOYOTA,COROLLA,2024-04-01,1004.75,1.899936419,91706.131072292,48.03981089823339
4-3130585,1,cc:324144,30,PLAN PRIVILEGIO L2 (EX 30),(4) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,JGRIMBER,48268.0,2024-04-24,AUT/FAM/M.VAN,AUTOS PARTICULARES,TOYOTA,COROLLA,2024-04-01,1004.75,1.899936419,91706.131072292,48.03981089823339
4-3130596,1,cc:315521,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,JGRIMBER,11574000.0,2024-03-26,JEEP/CAM.FAM,JEEPS,PEUGEOT,2008,2024-03-01,1001.6037735849056,2.067737298,23931991.487052,11555.467646227748
4-3130751,1,cc:302206,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,JGRIMBER,8531019.0,2024-03-08,AUT/FAM/M.VAN,AUTOS PARTICULARES,FORD,ECO SPORT,2024-03-01,1001.6037735849056,2.067737298,17639906.17624666,8517.359084487143
4-3130751,1,cc:302206,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,MAROMERO,8531019.0,2024-03-08,AUT/FAM/M.VAN,AUTOS PARTICULARES,FORD,ECO SPORT,2024-03-01,1001.6037735849056,2.067737298,17639906.17624666,8517.359084487143
4-3130765,1,cc:317973,30,PLAN PRIVILEGIO L2 (EX 30),(6) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,CAMICI,8960423.0,2024-04-03,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,PALIO,2024-04-01,1004.75,1.899936419,17024233.987345237,8918.062204528489
4-3130765,1,cc:317973,30,PLAN PRIVILEGIO L2 (EX 30),(6) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DSECRETI,8960423.0,2024-04-03,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,PALIO,2024-04-01,1004.75,1.899936419,17024233.987345237,8918.062204528489
4-3130835,748,cc:302179,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,GRFERNAN,33000000.0,2024-03-20,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2024-03-01,1001.6037735849056,2.067737298,68235330.83399999,32947.16021474993
4-3130841,808,cc:302184,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,GRFERNAN,33390000.0,2024-03-20,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2024-03-01,1001.6037735849056,2.067737298,69041748.38022,33336.53574456061
4-3130977,1,cc:302832,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DSECRETI,3375000.0,2024-03-12,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,CLIO,2024-03-01,1001.6037735849056,2.067737298,6978613.38075,3369.59593105397
4-3130997,1,cc:302913,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MIGONZAL,5569046.0,2024-03-07,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,CORSA,2024-03-01,1001.6037735849056,2.067737298,11515324.128477708,5560.128812282189
4-3130997,1,cc:302913,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,GRFERNAN,5569046.0,2024-03-07,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,CORSA,2024-03-01,1001.6037735849056,2.067737298,11515324.128477708,5560.128812282189
4-3131011,1,cc:308189,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MVIVIANO,15300000.0,2024-03-19,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,208,2024-03-01,1001.6037735849056,2.067737298,31636380.659399997,15275.501554111332
4-3131035,1,cc:302860,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,SKUNICIC,5958738.0,2024-03-07,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,CORSA,2024-03-01,1001.6037735849056,2.067737298,12321104.811609924,5949.196835264199
4-3131035,1,cc:302860,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,AFUNES,5958738.0,2024-03-07,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,CORSA,2024-03-01,1001.6037735849056,2.067737298,12321104.811609924,5949.196835264199
4-3131062,2,cc:314217,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DTALOTTI,15982623.0,2024-03-25,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,VENTO,2024-03-01,1001.6037735849056,2.067737298,33047865.696972653,15957.031534331732
4-3131062,2,cc:314217,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MAROMERO,15982623.0,2024-03-25,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,VENTO,2024-03-01,1001.6037735849056,2.067737298,33047865.696972653,15957.031534331732
4-3131129,1,cc:303158,29,"29 - R.C., ACC TOT, INC Y ROBO TOT/PAR",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,LCBRUNO,5900869.0,2024-03-13,AUT/FAM/M.VAN,AUTOS PARTICULARES,FORD,FOCUS,2024-03-01,1001.6037735849056,2.067737298,12201446.921911962,5891.420495431855
4-3131129,1,cc:303158,29,"29 - R.C., ACC TOT, INC Y ROBO TOT/PAR",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,JGRIMBER,5900869.0,2024-03-13,AUT/FAM/M.VAN,AUTOS PARTICULARES,FORD,FOCUS,2024-03-01,1001.6037735849056,2.067737298,12201446.921911962,5891.420495431855
4-3131343,1,cc:303497,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,FLIBERAT,25601665.0,2024-03-20,P GII +1000Kg,PICK UPS,VOLKSWAGEN,AMAROK,2024-03-01,1001.6037735849056,2.067737298,52937517.61140117,25560.67147028351
4-3131343,1,cc:303497,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MFERRARI,25601665.0,2024-03-20,P GII +1000Kg,PICK UPS,VOLKSWAGEN,AMAROK,2024-03-01,1001.6037735849056,2.067737298,52937517.61140117,25560.67147028351
4-3131343,1,cc:303497,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,FBILOZ,25601665.0,2024-03-20,P GII +1000Kg,PICK UPS,VOLKSWAGEN,AMAROK,2024-03-01,1001.6037735849056,2.067737298,52937517.61140117,25560.67147028351
4-3131438,1,cc:303672,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,YPIZARRO,6527127.0,2024-03-21,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,GOL,2024-03-01,1001.6037735849056,2.067737298,13496383.946682846,6516.675727606668
4-3131438,1,cc:303672,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,NRETAMAL,6527127.0,2024-03-21,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,GOL,2024-03-01,1001.6037735849056,2.067737298,13496383.946682846,6516.675727606668
4-3131502,1,cc:303816,29,"29 - R.C., ACC TOT, INC Y ROBO TOT/PAR",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,SVIGNA,12161127.0,2024-03-18,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2024-03-01,1001.6037735849056,2.067737298,25146015.883614846,12141.65453517943
4-3131502,1,cc:303816,29,"29 - R.C., ACC TOT, INC Y ROBO TOT/PAR",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DSECRETI,12161127.0,2024-03-18,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2024-03-01,1001.6037735849056,2.067737298,25146015.883614846,12141.65453517943
4-3131511,1,cc:303750,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,YPIZARRO,37899.0,2024-03-11,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2024-03-01,1001.6037735849056,2.067737298,78365.175856902,37.83831590844871
4-3131562,1,cc:303792,34,PLAN IGNIS L2 (EX 34),(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,HZALAZAR,6934861.0,2024-03-11,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,CLIO,2024-03-01,1001.6037735849056,2.067737298,14339470.746145578,6923.756861636997
4-3131562,1,cc:303792,34,PLAN IGNIS L2 (EX 34),(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,DTALOTTI,6934861.0,2024-03-11,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,CLIO,2024-03-01,1001.6037735849056,2.067737298,14339470.746145578,6923.756861636997
4-3131600,1,cc:306468,30,PLAN PRIVILEGIO L2 (EX 30),(4) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DTALOTTI,7990000.0,2024-03-14,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,SANDERO,2024-03-01,1001.6037735849056,2.067737298,16521221.01102,7977.206367147029
4-3131653,1,cc:303961,30,PLAN PRIVILEGIO L2 (EX 30),(12) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DSECRETI,6100000.0,2024-03-18,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,ASTRA,2024-03-01,1001.6037735849056,2.067737298,12613197.5178,6090.232645756805
4-3131653,1,cc:303961,30,PLAN PRIVILEGIO L2 (EX 30),(12) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,JGRIMBER,6100000.0,2024-03-18,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,ASTRA,2024-03-01,1001.6037735849056,2.067737298,12613197.5178,6090.232645756805
4-3131754,1,cc:304078,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,GRFERNAN,6770000.0,2024-04-03,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,307,2024-04-01,1004.75,1.899936419,12862569.55663,6737.994526001493
4-3131913,1,cc:304552,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,YPIZARRO,13091445.0,2024-03-11,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C-ELYSEE,2024-03-01,1001.6037735849056,2.067737298,27069669.11121561,13070.482904775361
4-3131913,1,cc:304552,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DTALOTTI,13091445.0,2024-03-11,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C-ELYSEE,2024-03-01,1001.6037735849056,2.067737298,27069669.11121561,13070.482904775361
4-3131913,1,cc:304552,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,UZACCO,13091445.0,2024-03-11,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C-ELYSEE,2024-03-01,1001.6037735849056,2.067737298,27069669.11121561,13070.482904775361
4-3131922,1,cc:304555,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MVINCIGU,7287916.0,2024-03-18,AUT/FAM/M.VAN,AUTOS PARTICULARES,FORD,ECO SPORT,2024-03-01,1001.6037735849056,2.067737298,15069495.737890968,7276.246547989074
4-3131922,1,cc:304555,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DSECRETI,7287916.0,2024-03-18,AUT/FAM/M.VAN,AUTOS PARTICULARES,FORD,ECO SPORT,2024-03-01,1001.6037735849056,2.067737298,15069495.737890968,7276.246547989074
4-3131961,1,cc:304495,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MVIVIANO,18063127.0,2024-03-14,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2024-03-01,1001.6037735849056,2.067737298,37349801.41641085,18034.204219647734
4-3131961,1,cc:304495,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,LCBRUNO,18063127.0,2024-03-14,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2024-03-01,1001.6037735849056,2.067737298,37349801.41641085,18034.204219647734
4-3132023,1,cc:305032,36,"36 - R.C., INC. Y ROBO TOTAL Y PARCIAL",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,ESEGOVIA,6322108.0,2024-03-22,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,307,2024-03-01,1001.6037735849056,2.067737298,13072458.513584184,6311.985005180371
4-3132023,1,cc:305032,36,"36 - R.C., INC. Y ROBO TOTAL Y PARCIAL",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MDSALVAT,6322108.0,2024-03-22,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,307,2024-03-01,1001.6037735849056,2.067737298,13072458.513584184,6311.985005180371
4-3132131,1,cc:305122,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,ESEGOVIA,25511127.0,2024-03-19,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2024-03-01,1001.6037735849056,2.067737298,52750308.81191485,25470.278440237355
4-3132131,1,cc:305122,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,JGRIMBER,25511127.0,2024-03-19,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2024-03-01,1001.6037735849056,2.067737298,52750308.81191485,25470.278440237355
4-3132175,1,cc:305152,35,PLAN COMPACTO L2 (EX 35),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MFERES,3291371.0,2024-03-13,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,UNO,2024-03-01,1001.6037735849056,2.067737298,6805690.578255557,3286.100838278233
4-3132175,1,cc:305152,35,PLAN COMPACTO L2 (EX 35),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,ESEGOVIA,3291371.0,2024-03-13,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,UNO,2024-03-01,1001.6037735849056,2.067737298,6805690.578255557,3286.100838278233
4-3132190,1,cc:305161,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,FLIBERAT,5782556.0,2024-03-26,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHERY,QQ,2024-03-01,1001.6037735849056,2.067737298,11956806.718973687,5773.296938871621
4-3132190,1,cc:305161,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DMOGGI,5782556.0,2024-03-26,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHERY,QQ,2024-03-01,1001.6037735849056,2.067737298,11956806.718973687,5773.296938871621
4-3132196,1,cc:305244,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DMOGGI,3749331.0,2024-03-18,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,UNO,2024-03-01,1001.6037735849056,2.067737298,7752631.551247638,3743.3275501554112
4-3132196,1,cc:305244,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,JGRIMBER,3749331.0,2024-03-18,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,UNO,2024-03-01,1001.6037735849056,2.067737298,7752631.551247638,3743.3275501554112
4-3132281,1,cc:305404,35,PLAN COMPACTO L2 (EX 35),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,UZACCO,3971019.0,2024-03-11,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,GOL,2024-03-01,1001.6037735849056,2.067737298,8211024.097366662,3964.660582085335
4-3132281,1,cc:305404,35,PLAN COMPACTO L2 (EX 35),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DTALOTTI,3971019.0,2024-03-11,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,GOL,2024-03-01,1001.6037735849056,2.067737298,8211024.097366662,3964.660582085335
4-3132291,1,cc:305336,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DMOGGI,9111862.0,2024-03-18,P GI H/1000Kg,PICK UPS,PEUGEOT,PARTNER,2024-03-01,1001.6037735849056,2.067737298,18840936.911628876,9097.2720354149
4-3132291,1,cc:305336,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DSECRETI,9111862.0,2024-03-18,P GI H/1000Kg,PICK UPS,PEUGEOT,PARTNER,2024-03-01,1001.6037735849056,2.067737298,18840936.911628876,9097.2720354149
4-3132314,1,cc:305355,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MVINCIGU,6915953.0,2024-03-12,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C 4,2024-03-01,1001.6037735849056,2.067737298,14300373.969314994,6904.8791372327405
4-3132314,1,cc:305355,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,GRFERNAN,6915953.0,2024-03-12,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C 4,2024-03-01,1001.6037735849056,2.067737298,14300373.969314994,6904.8791372327405
4-3132520,1,cc:305721,30,PLAN PRIVILEGIO L2 (EX 30),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MVINCIGU,8545967.0,2024-03-26,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,PASSAT,2024-03-01,1001.6037735849056,2.067737298,17670814.713377167,8532.28314966563
4-3132520,1,cc:305721,30,PLAN PRIVILEGIO L2 (EX 30),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,FLIBERAT,8545967.0,2024-03-26,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,PASSAT,2024-03-01,1001.6037735849056,2.067737298,17670814.713377167,8532.28314966563
4-3132527,1,cc:305647,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,NRETAMAL,8000000.0,2024-03-22,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,CLASSIC,2024-03-01,1001.6037735849056,2.067737298,16541898.384,7987.190355090892
4-3132596,1,cc:305685,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DDEBASTO,6112192.0,2024-03-19,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,206,2024-03-01,1001.6037735849056,2.067737298,12638407.370937215,6102.405123857964
4-3132596,1,cc:305685,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MDSALVAT,6112192.0,2024-03-19,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,206,2024-03-01,1001.6037735849056,2.067737298,12638407.370937215,6102.405123857964
4-3132596,1,cc:305685,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,YPIZARRO,6112192.0,2024-03-19,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,206,2024-03-01,1001.6037735849056,2.067737298,12638407.370937215,6102.405123857964
4-3132614,1,cc:305784,30,PLAN PRIVILEGIO L2 (EX 30),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DSECRETI,16081019.0,2024-03-12,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2024-03-01,1001.6037735849056,2.067737298,33251322.77614666,16055.269982104173
4-3132614,1,cc:305784,30,PLAN PRIVILEGIO L2 (EX 30),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,LCBRUNO,16081019.0,2024-03-12,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2024-03-01,1001.6037735849056,2.067737298,33251322.77614666,16055.269982104173
4-3132642,1,cc:305819,25,"25 - R.C., ACC, INCENDIO Y ROBO TOTAL",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,EAGOSTIN,6841032.0,2024-03-18,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,CLIO,2024-03-01,1001.6037735849056,2.067737298,14145457.023211535,6830.0781011585195
4-3132642,1,cc:305819,25,"25 - R.C., ACC, INCENDIO Y ROBO TOTAL",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,JGRIMBER,6841032.0,2024-03-18,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,CLIO,2024-03-01,1001.6037735849056,2.067737298,14145457.023211535,6830.0781011585195
4-3132642,1,cc:305819,25,"25 - R.C., ACC, INCENDIO Y ROBO TOTAL",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,LCBRUNO,6841032.0,2024-03-18,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,CLIO,2024-03-01,1001.6037735849056,2.067737298,14145457.023211535,6830.0781011585195
4-3132642,1,cc:305819,25,"25 - R.C., ACC, INCENDIO Y ROBO TOTAL",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MPUCHEU,6841032.0,2024-03-18,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,CLIO,2024-03-01,1001.6037735849056,2.067737298,14145457.023211535,6830.0781011585195
4-3132789,1,cc:306016,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,LEOGOMEZ,5672605.0,2024-03-13,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C3 1.4HDI,2024-03-01,1001.6037735849056,2.067737298,11729456.93532129,5663.521993030046
4-3132789,1,cc:306016,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DTALOTTI,5672605.0,2024-03-13,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C3 1.4HDI,2024-03-01,1001.6037735849056,2.067737298,11729456.93532129,5663.521993030046
4-3132892,3,cc:306195,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,ERUIZ,16557907.0,2024-03-18,P GII +1000Kg,PICK UPS,VOLKSWAGEN,AMAROK,2024-03-01,1001.6037735849056,2.067737298,34237401.88071529,16531.394386361495
4-3132892,3,cc:306195,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DSECRETI,16557907.0,2024-03-18,P GII +1000Kg,PICK UPS,VOLKSWAGEN,AMAROK,2024-03-01,1001.6037735849056,2.067737298,34237401.88071529,16531.394386361495
4-3132960,1,cc:306340,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,GRFERNAN,12308527.0,2024-05-16,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,SURAN,2024-05-01,1119.5833333333333,1.823769812,22447919.972786926,10993.846222553035
4-3132960,1,cc:306340,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,LCBRUNO,12308527.0,2024-05-16,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,SURAN,2024-05-01,1119.5833333333333,1.823769812,22447919.972786926,10993.846222553035
4-3132972,1,cc:310138,35,PLAN COMPACTO L2 (EX 35),(1) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,DSECRETI,3100000.0,2024-03-19,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,CLIO,2024-03-01,1001.6037735849056,2.067737298,6409985.6238,3095.036262597721
4-3133070,1,cc:306629,34,PLAN IGNIS L2 (EX 34),(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,MFERES,4506000.0,2024-03-14,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHRYSLER,NEON,2024-03-01,1001.6037735849056,2.067737298,9317224.264788,4498.784967504945
4-3133117,1,cc:306573,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MPUCHEU,4516639.0,2024-03-13,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,CORSA,2024-03-01,1001.6037735849056,2.067737298,9339222.921901422,4509.406932278422
