año,AUT,marca,modelo,Codigo Modelo La Segunda,prima_dev_hist,prima_dev_ipc,ar_t,ns_t,ns_t_nro_sin,is_t,is_t_ipc
2025,AUT,DON ROQUE,150,DON ROQUE 150 ELECTRO,0,0,0,0,0,0,0
2025,AUT,DON ROQUE,DR,DON ROQUE DR 550,0,0,0,0,0,0,0
2025,AUT,DON ROQUE,DON ROQUE,DON ROQUE,0,0,0,0,0,0,0
2025,AUT,DON ROQUE,RV 170,DON ROQUE RV 170,0,0,0,0,0,0,0
2025,AUT,DON ROQUE,125,DON ROQUE 125,0,0,0,0,0,0,0
2025,AUT,DON ROQUE,RV 150,DON ROQUE RV 150 H,0,0,0,0,0,0,0
2025,AUT,DON ROQUE,RV 125,DON ROQUE RV 125,0,0,0,0,0,0,0
2025,AUT,DON ROQUE,RV 100 M,DON ROQUE RV 100 M,0,0,0,0,0,0,0
2025,AUT,MONTANA,2025,MONTANA 2025,0,0,0,0,0,0,0
2025,AUT,MONTANA,3027,MONTANA 3027,0,0,0,0,0,0,0
2025,AUT,MONTANA,2627,MONTANA MA 2627,0,0,0,0,0,0,0
2025,AUT,ITALJET,SCOOTER,ITALJET DRAGSTER 200 ABS,0,0,0,0,0,0,0
2025,AUT,ITALJET,SCOOTER,ITALJET DRAGSTER 300,0,0,0,0,0,0,0
2025,AUT,DODGE,150,DODGE D150 ROYAL SE RAM,6137774,6857063,10,6,4,3187128,3211192
2025,AUT,DODGE,150,DODGE 150 CUSTOM,828196,934008,4,1,1,1025629,1047968
2025,AUT,DODGE,SPORTSMAN,DODGE SPORTSMAN,519250,576671,2,0,0,0,0
2025,AUT,DODGE,DD 1000,DODGE DD 1000,0,0,0,0,0,0,0
2025,AUT,DODGE,DP 500,DODGE DP 500,0,0,0,0,0,0,0
2025,AUT,DODGE,DP 800,DODGE DP 800,0,0,0,0,0,0,0
2025,AUT,DODGE,1500,DODGE 1500 GT,997727,1156722,7,0,0,0,0
2025,AUT,DODGE,1500,DODGE 1500 AUT,1118563,1257655,5,0,0,0,0
2025,AUT,DODGE,1500,DODGE 1500 1.5,7274391,8158175,40,2,1,1548200,1548200
2025,AUT,DODGE,1500,DODGE 1500 1.8 RURAL,774824,877538,4,1,1,43761,43761
2025,AUT,DODGE,1500,DODGE 1500 SPL D,68866,70998,1,0,0,0,0
2025,AUT,DODGE,1500,DODGE 1500 DIESEL,118134,133946,1,0,0,0,0
2025,AUT,DODGE,1500,DODGE 1500 1.8,4150021,4703207,22,5,3,3330183,3463747
2025,AUT,DODGE,1500,DODGE 1500 STD,4068575,4632187,20,4,2,5280522,5396051
2025,AUT,DODGE,D,DODGE D 200,15413082,17501094,62,8,6,4626550,4772796
2025,AUT,DODGE,D,DODGE D 100,24630357,27998877,126,8,6,10094230,10568696
2025,AUT,DODGE,DP 600,DODGE DP 600,0,0,0,0,0,0,0
2025,AUT,DODGE,D 400,DODGE D 400,0,0,0,0,0,0,0
2025,AUT,DODGE,AUTOMOVIL,DODGE (AUTOMOVIL),2659974,2938195,14,2,2,87522,87522
2025,AUT,DODGE,AUTOMOVIL,DODGE (AUTOMOVIL),0,0,0,0,0,0,0
2025,AUT,DODGE,GTX,DODGE GTX,5315532,6005111,24,0,0,0,0
2025,AUT,DODGE,POLARA,DODGE POLARA,3157326,3579867,15,0,0,0,0
2025,AUT,DODGE,POLARA,DODGE POLARA GT,725692,774998,4,2,1,400000,431427
2025,AUT,DODGE,POLARA,DODGE POLARA DIESEL,165794,186715,1,0,0,0,0
2025,AUT,DODGE,POLARA,DODGE POLARA RT,664831,785479,3,0,0,0,0
2025,AUT,DODGE,DD 900,DODGE DD 900,0,0,0,0,0,0,0
2025,AUT,DODGE,DP,DODGE DP 100,2680671,3071572,15,1,1,1376499,1376499
2025,AUT,DODGE,CHALLENGER,DODGE CHALLENGER SRT HELLCAT,923896,1032552,3,0,0,0,0
2025,AUT,DODGE,NITRO,DODGE NITRO,0,0,0,0,0,0,0
2025,AUT,DODGE,VAN,DODGE VAN,778116,931923,1,0,0,0,0
2025,AUT,DODGE,CORONADO,DODGE CORONADO,1635400,1854170,8,0,0,0,0
2025,AUT,DODGE,CORONADO,DODGE CORONADO AUT,254464,305250,1,0,0,0,0
2025,AUT,GAS GAS,ENDURO,GAS GAS EC 250,0,0,0,0,0,0,0
2025,AUT,GAS GAS,ENDURO,GAS GAS EC 515 FSR,0,0,0,0,0,0,0
2025,AUT,GAS GAS,ENDURO,GAS GAS EC 350 F,0,0,0,0,0,0,0
2025,AUT,GAS GAS,ENDURO,GAS GAS MC 250 F,0,0,0,0,0,0,0
2025,AUT,PLA,2900,PLA 2900 BT 2625,0,0,0,0,0,0,0
2025,AUT,PLA,2900,PLA 2900,0,0,0,0,0,0,0
2025,AUT,PLA,3300,PLA 3300 GD BT 2625,0,0,0,0,0,0,0
2025,AUT,PLA,3300,PLA SIA 3300 MD,0,0,0,0,0,0,0
2025,AUT,PLA,STP,PLA STP G15 - F45,0,0,0,0,0,0,0
2025,AUT,PLA,STP,PLA STP G11 - F29,0,0,0,0,0,0,0
2025,AUT,PLA,STP,PLA STP G13 - F37,0,0,0,0,0,0,0
2025,AUT,PLA,MLP,PLA MLP 3000,0,0,0,0,0,0,0
2025,AUT,PLA,5000,PLA MAF3 5000,0,0,0,0,0,0,0
2025,AUT,DONG FENG,CAPTAIN,DONG FENG CAPTAIN C 815 CON CAJA,0,0,0,0,0,0,0
2025,AUT,DONG FENG,CAPTAIN,DONG FENG CAPTAIN W 412 CS,53487,53944,0,0,0,0,0
2025,AUT,DONG FENG,U-VAN,DONG FENG U-VAN 414 BUS,57479,57479,0,0,0,0,0
2025,AUT,DONG FENG,U-VAN,DONG FENG U-VAN 414 CARGO,109493,110267,0,0,0,0,0
2025,AUT,SERO ELECTRIC,CARGO,SERO ELECTRIC CARGO FURGON,1385705,1574569,1,0,0,0,0
2025,AUT,SERO ELECTRIC,CARGO,SERO ELECTRIC CARGO,1044376,1190286,3,1,1,145870,145870
2025,AUT,SERO ELECTRIC,SEDAN,SERO ELECTRIC SEDAN,98615,115208,1,0,0,0,0
2025,AUT,KAYO,CROSS,KAYO K6R,0,0,0,0,0,0,0
2025,AUT,JMC,GRAND AVENUE,JMC GRAND AVENUE 4X4 2.3 T DADAO PRO AUT,1229958,1281159,1,0,0,0,0
2025,AUT,JMC,GRAND AVENUE,JMC GRAND AVENUE 4X2 2.3 T GL,1063093,1141478,1,0,0,0,0
2025,AUT,JMC,N 601,JMC N 601,0,0,0,0,0,0,0
2025,AUT,JMC,N900,JMC N 900,0,0,0,0,0,0,0
2025,AUT,JMC,N800,JMC N 800 BIG,0,0,0,0,0,0,0
2025,AUT,BULL,AV490,BULL AV490,0,0,0,0,0,0,0
2025,AUT,BULL,HD 96,BULL HD 96,0,0,0,0,0,0,0
2025,AUT,AR 4000,MALEVO,AR 4000 MALEVO,0,0,0,0,0,0,0
2025,AUT,MAHINDRA,4525,MAHINDRA 4525,0,0,0,0,0,0,0
2025,AUT,MAHINDRA,CJ,MAHINDRA CJ 340 D 4X4,373513,422456,2,0,0,0,0
2025,AUT,MAHINDRA,PICK UP,MAHINDRA PICK UP 2.2  D,349204,393159,2,0,0,0,0
2025,AUT,MAHINDRA,PICK UP,MAHINDRA PICK UP D 4X4 D/CAB DH,24866,30101,0,0,0,0,0
2025,AUT,CORADIR,TITO,CORADIR TITO 3 PTAS,7465337,8526176,20,2,2,1489895,1525630
2025,AUT,CORADIR,TITO,CORADIR TITO 5 PTAS,890975,981520,3,0,0,0,0
2025,AUT,CORADIR,TITO,CORADIR TITO 5 PTAS 300 AA,1668021,1861335,4,6,3,3426840,3496460
2025,AUT,CORADIR,TITO,CORADIR TITO 5 PTAS 300 AA 10 HP,755421,871747,1,0,0,0,0
2025,AUT,CORADIR,TITO,CORADIR CHIKI,901144,999979,3,4,2,930197,950608
2025,AUT,CORADIR,TITO,CORADIR TITO 5 PTAS AA 10 HP,654329,739556,1,0,0,0,0
2025,AUT,CORADIR,TITO,CORADIR TITO 5 PTAS AA,2699953,3053878,5,2,1,481987,481987
2025,AUT,CORADIR,TITO,CORADIR TITO 3 PTAS AA,3899645,4373217,8,0,0,0,0
2025,AUT,CORADIR,TITA,CORADIR TITA,1938937,2193930,8,1,1,43761,43761
2025,AUT,CORADIR,TITA,CORADIR TITA CUADRILLA 300,221494,239814,1,0,0,0,0
2025,AUT,CORADIR,TITA,CORADIR TITA 300,890382,1035203,2,2,1,0,0
2025,AUT,DERBI,50,DERBI HUNTER,0,0,0,0,0,0,0
2025,AUT,DERBI,PADDOCK,DERBI PADDOCK 50 CC,0,0,0,0,0,0,0
2025,AUT,IRON,LW,IRON XCMG LW300KN,0,0,0,0,0,0,0
2025,AUT,IRON,LW,IRON XCMG LW 321,0,0,0,0,0,0,0
2025,AUT,IRON,ZL30F,IRON ZL30F (PALA CARGADORA),0,0,0,0,0,0,0
2025,AUT,IRON,ZL30F,IRON ZL30F (PALA CARGADORA),0,0,0,0,0,0,0
2025,AUT,IRON,GR,IRON GR 180 (MOTONIVELADORA),0,0,0,0,0,0,0
2025,AUT,IRON,GR,IRON GR 180 (MOTONIVELADORA),0,0,0,0,0,0,0
2025,AUT,IRON,GR,IRON GR 135,0,0,0,0,0,0,0
2025,AUT,IRON,230 E,IRON 230 E,0,0,0,0,0,0,0
2025,AUT,IRON,XT,IRON XT864,0,0,0,0,0,0,0
2025,AUT,IRON,XT,IRON XC MG - XT 740,0,0,0,0,0,0,0
2025,AUT,IRON,XT,IRON XT864,0,0,0,0,0,0,0
2025,AUT,IRON,215C,IRON 215 C,0,0,0,0,0,0,0
2025,AUT,IRON,XS,IRON XS 122,0,0,0,0,0,0,0
2025,AUT,AGCO,MF,AGCO MF 9365,0,0,0,0,0,0,0
2025,AUT,AGCO,MF,AGCO MF 292,0,0,0,0,0,0,0
2025,AUT,AGCO,DT 240,AGCO DT 240,0,0,0,0,0,0,0
2025,AUT,AGCO,155,AGCO RT 155 A,0,0,0,0,0,0,0
2025,AUT,TVS,SPORT,TVS 310 RR (2024),0,0,0,0,0,0,0
2025,AUT,TVS,SPORT,TVS 310 RR RACING RT,0,0,0,0,0,0,0
2025,AUT,TVS,SPORT,TVS 310 RR,0,0,0,0,0,0,0
2025,AUT,TVS,CALLE,TVS 125 SCOOTER NTORQ,0,0,0,0,0,0,0
2025,AUT,TVS,CALLE,TVS 200 RTR,0,0,0,0,0,0,0
2025,AUT,TVS,CALLE,TVS 160 RTR,0,0,0,0,0,0,0
2025,AUT,TVS,CALLE,TVS 200 RTR FI,0,0,0,0,0,0,0
2025,AUT,TVS,CALLE,TVS 110 NEO XR FULL,0,0,0,0,0,0,0
2025,AUT,TVS,CALLE,TVS 125 RIDER,0,0,0,0,0,0,0
2025,AUT,TVS,CALLE,TVS 110 NEO XR,0,0,0,0,0,0,0
2025,AUT,TVS,SCOOTER,TVS SCOOTER,0,0,0,0,0,0,0
2025,AUT,SIAM,TOURING,SIAM STEPPA 200,0,0,0,0,0,0,0
2025,AUT,SIAM,CALLE,SIAM SPIRIT 150,0,0,0,0,0,0,0
2025,AUT,SIAM,CALLE,SIAM QUIRION 150,0,0,0,0,0,0,0
2025,AUT,SIAM,CALLE,SIAM TENAX 200,0,0,0,0,0,0,0
2025,AUT,SIAM,CALLE,SIAM TRENDER 150 FULL,0,0,0,0,0,0,0
2025,AUT,SIAM,SCOOTER,SIAM VICTORIA 175,0,0,0,0,0,0,0
2025,AUT,SIAM,BUSINESS,SIAM QU 110,0,0,0,0,0,0,0
2025,AUT,SIAM,BUSINESS,SIAM QU 110 FULL,0,0,0,0,0,0,0
2025,AUT,SIAM,ELECTRICAS,SIAM N4,0,0,0,0,0,0,0
2025,AUT,SIAM,ENDURO,SIAM NOMAD 150,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO ZFORCE 1000,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO CFORCE 1000 TOURING,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO CFORCE 625 TOURING,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO ZFORCE 950-4,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO UFORCE 1000 XL,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO CFORCE 800,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO ZFORCE 800 EX,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO ZFORCE 1000 SPORT,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO UFORCE 1000,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO CFORCE 1000,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO ZFORCE 950 SPORT,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO ZFORCE 1000 SPORT R,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO UFORCE 550,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO CFORCE 450 TOURING,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO UFORCE 600,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO CFORCE 520 L,0,0,0,0,0,0,0
2025,AUT,CF MOTO,ATV,CF MOTO CFORCE 550,0,0,0,0,0,0,0
2025,AUT,CF MOTO,TURISMO,CF MOTO MT 450,0,0,0,0,0,0,0
2025,AUT,CF MOTO,TURISMO,CF MOTO MT 800 EXPLORE EDITION,0,0,0,0,0,0,0
2025,AUT,CF MOTO,TURISMO,CF MOTO GT 650,0,0,0,0,0,0,0
2025,AUT,CF MOTO,TURISMO,CF MOTO MT 700,0,0,0,0,0,0,0
2025,AUT,CF MOTO,TURISMO,CF MOTO MT 800 X,0,0,0,0,0,0,0
2025,AUT,CF MOTO,TURISMO,CF MOTO TR 650 TK,0,0,0,0,0,0,0
2025,AUT,CF MOTO,TURISMO,CF MOTO MT 650 K65,0,0,0,0,0,0,0
2025,AUT,CF MOTO,TURISMO,CF MOTO RZ 650 MT,0,0,0,0,0,0,0
2025,AUT,CF MOTO,TURISMO,CF MOTO MT 800 SPORT,0,0,0,0,0,0,0
2025,AUT,CF MOTO,TURISMO,CF MOTO MT 800,0,0,0,0,0,0,0
2025,AUT,CF MOTO,CALLE,CF MOTO NK 800,0,0,0,0,0,0,0
2025,AUT,CF MOTO,CALLE,CF MOTO CL-X 700 ADVENTURE,0,0,0,0,0,0,0
2025,AUT,CF MOTO,CALLE,CF MOTO NK 300,0,0,0,0,0,0,0
2025,AUT,CF MOTO,CALLE,CF MOTO NK 450,0,0,0,0,0,0,0
2025,AUT,CF MOTO,CALLE,CF MOTO SR 300,0,0,0,0,0,0,0
2025,AUT,CF MOTO,CALLE,CF MOTO K  400 NAKED,0,0,0,0,0,0,0
2025,AUT,CF MOTO,CALLE,CF MOTO RZ 650,0,0,0,0,0,0,0
2025,AUT,CF MOTO,CALLE,CF MOTO NK 250,0,0,0,0,0,0,0
2025,AUT,CF MOTO,CALLE,CF MOTO CL-X 700 SPORT,0,0,0,0,0,0,0
2025,AUT,CF MOTO,CALLE,CF MOTO CL-X 700,0,0,0,0,0,0,0
2025,AUT,CF MOTO,CALLE,CF MOTO CL-C 450,0,0,0,0,0,0,0
2025,AUT,CF MOTO,CALLE,CF MOTO NK 400,0,0,0,0,0,0,0
2025,AUT,CF MOTO,CALLE,CF MOTO K65 650 NAKED,0,0,0,0,0,0,0
2025,AUT,CF MOTO,CALLE,CF MOTO SR 450,0,0,0,0,0,0,0
2025,AUT,CF MOTO,CALLE,CF MOTO SR 675 R,0,0,0,0,0,0,0
2025,AUT,CF MOTO,CALLE,CF MOTO CL-X 300,0,0,0,0,0,0,0
2025,AUT,DFSK,PICK UP,DFSK K01H BOX,630228,665791,1,0,0,0,0
2025,AUT,DFSK,PICK UP,DFSK PICK UP 1.5 C32 D/C,21455824,24285165,40,10,9,5613732,6119551
2025,AUT,DFSK,PICK UP,DFSK K01H BOX REF.,526808,550420,1,2,1,251962,251962
2025,AUT,DFSK,PICK UP,DFSK PICK UP 1.3 K01H,9317428,10396551,18,11,7,4730291,5088498
2025,AUT,DFSK,GLORY,DFSK GLORY 580 1.8 CONFORT CVT,1203854,1333479,3,0,0,0,0
2025,AUT,DFSK,GLORY,DFSK GLORY 500 1.5 CONFORT CVT,281512,297395,0,0,0,0,0
2025,AUT,DFSK,FURGON,DFSK FURGON 1.5 C35,19097801,21376702,30,30,16,18485522,18846339
2025,AUT,DFSK,TRUCK,DFSK TRUCK 1.5 C31,20685968,23242412,31,6,4,7022472,7187263
2025,AUT,DFSK,E5,DFSK E5 PHEV L1,512699,520938,1,0,0,0,0
2025,AUT,PRABA AR,AR,PRABA AR 3.6,0,0,0,0,0,0,0
2025,AUT,PRABA AR,AR,PRABA AR 4.0,0,0,0,0,0,0,0
2025,AUT,PRABA AR,AR,PRABA AR 3.2,0,0,0,0,0,0,0
2025,AUT,PRABA AR,AR,PRABA AR 3.0,0,0,0,0,0,0,0
2025,AUT,PRABA AR,AR,PRABA AR 3.4 S 2,0,0,0,0,0,0,0
2025,AUT,PRABA AR,2500,PRABA AR 2500,0,0,0,0,0,0,0
2025,AUT,PRABA AR,3000 (FUMIGADORA),PRABA AR 3000 (FUMIGADORA),0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,"SUNRA SPY RACING 1500W/ 12,5 AH",0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA MINI TRICICLO LITIO,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA CUATRICICLO ELECTRICO,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA ROBO-S,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA ELPRA MASTER POOGY,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA SPY RACING 1000W/ 20 AH,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA ELPRA MASTER P/GOLF,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA SHINO,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA MINI TRICICLO ACIDO,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA ELPRA CHOPER,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA K3 TANGO,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA KING KONG,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA CITYCOCO,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA LUHU,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,"SUNRA SPY RACING 1000W/ 12,5 AH",0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA SHINO X ACIDO,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA ELPRA FOLK,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA SPY RACING 1500W/ 20 AH,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA ELPRA INDIE,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA HAWK,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA ELPRA TWIST DELIVERY,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA ANGER,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA GRACE,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA CAGUU,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA MIKU MAX,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA ELPRA TWIST VINTAGE,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA VINTAGE,0,0,0,0,0,0,0
2025,AUT,SUNRA,ELECTRICAS,SUNRA LEO,0,0,0,0,0,0,0
2025,AUT,VOGE,SCOOTER,VOGE SR4 MAX,0,0,0,0,0,0,0
2025,AUT,VOGE,SCOOTER,VOGE SR3,0,0,0,0,0,0,0
2025,AUT,VOGE,TOURING,VOGE 500 DS (SHAD),0,0,0,0,0,0,0
2025,AUT,VOGE,TOURING,VOGE 300 RALLY,0,0,0,0,0,0,0
2025,AUT,VOGE,TOURING,VOGE 500 DS,0,0,0,0,0,0,0
2025,AUT,VOGE,TOURING,VOGE 525 DSX BLACK KNIGHT,0,0,0,0,0,0,0
2025,AUT,VOGE,TOURING,VOGE 900 DSX BLACK KNIGHT,0,0,0,0,0,0,0
2025,AUT,VOGE,TOURING,VOGE 650 DS,0,0,0,0,0,0,0
2025,AUT,VOGE,TOURING,VOGE 650 DS (SHAD),0,0,0,0,0,0,0
2025,AUT,VOGE,TOURING,VOGE 500 DSX (SHAD),0,0,0,0,0,0,0
2025,AUT,VOGE,TOURING,VOGE 525 DSX,0,0,0,0,0,0,0
2025,AUT,VOGE,TOURING,VOGE 500 DSX,0,0,0,0,0,0,0
2025,AUT,VOGE,TOURING,VOGE 650 DSX,0,0,0,0,0,0,0
2025,AUT,VOGE,TOURING,VOGE 800 DSX RALLY,0,0,0,0,0,0,0
2025,AUT,VOGE,TOURING,VOGE 300 DS,0,0,0,0,0,0,0
2025,AUT,VOGE,TOURING,VOGE 900 DSX,0,0,0,0,0,0,0
2025,AUT,VOGE,TOURING,VOGE 650 DSX (SHAD),0,0,0,0,0,0,0
2025,AUT,VOGE,CALLE,VOGE 300 R,0,0,0,0,0,0,0
2025,AUT,VOGE,CALLE,VOGE 525 R,0,0,0,0,0,0,0
2025,AUT,VOGE,CALLE,VOGE 350 AC,0,0,0,0,0,0,0
2025,AUT,VOGE,CALLE,VOGE 500 R,0,0,0,0,0,0,0
2025,AUT,VOGE,CALLE,VOGE 500 AC,0,0,0,0,0,0,0
2025,AUT,VOGE,CALLE,VOGE 300 AC,0,0,0,0,0,0,0
2025,AUT,VOGE,CALLE,VOGE 525 AC,0,0,0,0,0,0,0
2025,AUT,VOGE,SPORT,VOGE 300 RR,0,0,0,0,0,0,0
2025,AUT,SUPER SOCO,ELECTRICAS,SUPER SOCO CU MINI,0,0,0,0,0,0,0
2025,AUT,SUPER SOCO,ELECTRICAS,SUPER SOCO TC MAX,0,0,0,0,0,0,0
2025,AUT,SUPER SOCO,ELECTRICAS,SUPER SOCO CUX,0,0,0,0,0,0,0
2025,AUT,SUPER SOCO,ELECTRICAS,SUPER SOCO TC WANDERER,0,0,0,0,0,0,0
2025,AUT,SUPER SOCO,ELECTRICAS,SUPER SOCO TC,0,0,0,0,0,0,0
2025,AUT,SUPER SOCO,ELECTRICAS,SUPER SOCO OFF-R,0,0,0,0,0,0,0
2025,AUT,SUPER SOCO,ELECTRICAS,SUPER SOCO TSX,0,0,0,0,0,0,0
2025,AUT,SUPER SOCO,ELECTRICAS,SUPER SOCO CPX,0,0,0,0,0,0,0
2025,AUT,ZOOMLION,ZOOMLION,ZOOMLION FD 25,0,0,0,0,0,0,0
2025,AUT,ZOOMLION,ZOOMLION,ZOOMLION FE 20,0,0,0,0,0,0,0
2025,AUT,ZOOMLION,ZOOMLION,ZOOMLION,0,0,0,0,0,0,0
2025,AUT,ZOOMLION,ZOOMLION,ZOOMLION FD 30,0,0,0,0,0,0,0
2025,AUT,ECOOTER,ELECTRICAS,ECOOTER E3 L/3,0,0,0,0,0,0,0
2025,AUT,ECOOTER,ELECTRICAS,ECOOTER ET3 L/1,0,0,0,0,0,0,0
2025,AUT,XCMG,XCMG,XCMG XCB - DT25,0,0,0,0,0,0,0
2025,AUT,XCMG,XCMG,XCMG (OTROS TRACTORES),0,0,0,0,0,0,0
2025,AUT,XCMG,XCMG,XCMG FD25T,0,0,0,0,0,0,0
2025,AUT,XCMG,XCMG,XCMG (OTROS TRACTORES),0,0,0,0,0,0,0
2025,AUT,XCMG,XCMG,XCMG XS122PDBR,0,0,0,0,0,0,0
2025,AUT,XCMG,XCMG,XCMG ZL 50 G,0,0,0,0,0,0,0
2025,AUT,XCMG,XCMG,XCMG (CAMION GRUA),0,0,0,0,0,0,0
2025,AUT,XCMG,XCMG,XCMG ZL 30 G,0,0,0,0,0,0,0
2025,AUT,XCMG,XCMG,XCMG ZL 50 G,0,0,0,0,0,0,0
2025,AUT,XCMG,XCMG,XCMG XCT 80,0,0,0,0,0,0,0
2025,AUT,XCMG,LW188,PALA CARGADORA XCMG LW188,0,0,0,0,0,0,0
2025,AUT,XCMG,QAY,XCMG QAY 25,0,0,0,0,0,0,0
2025,AUT,SYM,SCOOTER,SYM 125 ORBIT 2,0,0,0,0,0,0,0
2025,AUT,SYM,SCOOTER,SYM FIDDLE II 150 SCOOTER,0,0,0,0,0,0,0
2025,AUT,SYM,SCOOTER,SYM 200I JOY RIDE EVO,0,0,0,0,0,0,0
2025,AUT,SYM,SCOOTER,SYM 125 SYMPHONY,0,0,0,0,0,0,0
2025,AUT,SYM,SCOOTER,SYM 180 WOLF,0,0,0,0,0,0,0
2025,AUT,SYM,SCOOTER,SYM 200 JET 14,0,0,0,0,0,0,0
2025,AUT,SYM,SCOOTER,SYM CITYCOM,0,0,0,0,0,0,0
2025,AUT,SYM,SCOOTER,SYM 125 CROX,0,0,0,0,0,0,0
2025,AUT,SYM,SCOOTER,SYM 150S FIDDLE 2,0,0,0,0,0,0,0
2025,AUT,SYM,SCOOTER,SYM 600I MAXSYM,0,0,0,0,0,0,0
2025,AUT,SYM,SCOOTER,SYM 508 MAXSYM TI,0,0,0,0,0,0,0
2025,AUT,SYM,SCOOTER,SYM 300I JOY RIDE 16,0,0,0,0,0,0,0
2025,AUT,SYM,SCOOTER,SYM T1 180,0,0,0,0,0,0,0
2025,AUT,SYM,SCOOTER,SYM JOYRIDE 200 JOYRIDE,0,0,0,0,0,0,0
2025,AUT,SYM,SCOOTER,SYM 300I CITYCOM S,0,0,0,0,0,0,0
2025,AUT,SYM,SCOOTER,SYM 125 ORBIT 3,0,0,0,0,0,0,0
2025,AUT,MARUTI,GYPSY,MARUTI GYPSY,631994,709700,4,0,0,0,0
2025,AUT,MARUTI,ALTO,MARUTI ALTO GL 1.0,488083,544176,2,0,0,0,0
2025,AUT,NUUV,ELECTRICA,NUUV N SPORT MATTE,0,0,0,0,0,0,0
2025,AUT,NUUV,ELECTRICA,NUUV UPRO,0,0,0,0,0,0,0
2025,AUT,NUUV,ELECTRICA,NUUV M+SPORT,0,0,0,0,0,0,0
2025,AUT,RODRIGUEZ,RODRIGUEZ,RODANTES RODRIGUEZ,17480,22184,0,0,0,0,0
2025,AUT,RODRIGUEZ,RODRIGUEZ,RODRIGUEZ,0,0,0,0,0,0,0
2025,AUT,LTMG,FD25,LTMG FD25,0,0,0,0,0,0,0
2025,AUT,INTERNACIONAL,INTERNACIONAL,INTERNATIONAL 1947,0,0,0,0,0,0,0
2025,AUT,INTERNACIONAL,INTERNACIONAL,INTERNACIONAL 4.900 4X2,0,0,0,0,0,0,0
2025,AUT,INTERNACIONAL,HARVESTER,INTERNATIONAL HARVESTER,0,0,0,0,0,0,0
2025,AUT,GREAT WALL,WINGLE 7,GREAT WALL WINGLE 7 4WD D/CAB,1375770,1553112,1,0,0,0,0
2025,AUT,GREAT WALL,WINGLE 7,GREAT WALL WINGLE 7 2WD D/CAB,1476244,1666516,3,0,0,0,0
